区画,クレート,ファイル,行,識別子,記号の種類,落ちた条件,なぜ読めないか,改名の素案,報告ファイル
042,blitz_collision,crates/blitz_collision/src/height_field/capsule_sweep/sweep_query_fixture.rs,17,"位置(自由関数、fn 位置(東のメートル: f64, 天頂のメートル: f64, 南のメートル: f64) -> 高さ場の格子原点からの位置)",英字1文字・英単語または略号・数字,条件4(品詞の規律)、条件5(裸の動詞/裸の名詞の禁止の趣旨),"この関数は処理(値を組み立てて返すファクトリー)であり動詞句であるべきだが、名前が名詞位置のみである。呼び出し箇所位置(1.0, 3.0, 1.0)は、フィールド参照や値そのものの略記に見え、処理呼び出しであることが名前だけから分からない。型名::生成する()の値オブジェクト様式(条件5の例外)にも当たらない。ASCIIモジュールsweep_query_fixture直下の自由関数であるため名前単独で答える必要があるが、答えられていない",位置を組む または 高さ場の格子原点からの位置を組む,命名_区画042_2026-09-12.md
042,blitz_collision,crates/blitz_collision/src/height_field/capsule_sweep/sweep_query_fixture.rs,21,"変位(自由関数、fn 変位(東のメートル: f64, 天頂のメートル: f64, 南のメートル: f64) -> 高さ場の中の変位)",英字1文字・英単語または略号・数字,条件4(品詞の規律)、条件5,上と同じ理由。処理なのに名詞1語であり、値と処理の区別が名前から取れない,変位を組む または 高さ場の中の変位を組む,命名_区画042_2026-09-12.md
043,blitz_collision,crates/blitz_collision/src/oriented_box/query_fixture.rs,35,局所の点(関数),なし,受理条件4(品詞の規律: 処理は動詞句),[f64; 3]を受け取り形の局所座標の位置::生成する()を呼んでpanicで包む処理(値オブジェクトの生成に失敗しうる工程)であるにもかかわらず、名前が動詞を持たない名詞句になっている。同じファイル内の兄弟関数直方体を作る・線分を作る・カプセルを作るはすべて「〜を作る」の動詞句であり、この関数だけが動詞を欠く。読み手は「局所の点」を既存の値を指す変数や定数だと誤読しうる,成分から局所の点を作る,命名_区画043_2026-09-12.md
043,blitz_collision,crates/blitz_collision/src/oriented_box/query_fixture.rs,46,局所の変位(関数),なし,受理条件4(品詞の規律: 処理は動詞句),同上と同じ構造の違反。[f64; 3]から形の局所座標の変位を生成する処理が名詞句のままであり、兄弟関数群の動詞句と不整合,成分から局所の変位を作る,命名_区画043_2026-09-12.md
044,blitz_collision,crates/blitz_collision/src/shape/axis_aligned_box.rs,100,成分を並べる（private関数）,英単語または略号,条件3（5W1Hの必要格。着点・順序の格が欠落）,同じ関心事を扱う兄弟ファイルは全て「軸の順に並べる」または「端の成分を並べる」のように、何を・どの順で並べるかを名前へ書いている（local_axis_aligned_box.rsの形の局所座標の位置の成分を軸の順に並べる、global_box_components.rsの大域の位置の成分を軸の順に並べる・局所の位置の成分を軸の順に並べる、dynamic_index/box_edge_check.rsの箱の両端の6成分を軸の順に並べる、oriented_box_bounds_fixture.rsの端の成分を並べる）。このファイルだけ「軸の順に」も「端の」も無い成分を並べるであり、名前だけでは「大小で並べ替える」のか「x・y・zの順に配列へ写す」のか区別が付かない。実体は後者(xyzを配列へ写すだけ)である,端の成分を軸の順に並べる,命名_区画044_2026-09-12.md
049,blitz_engine,crates/blitz_engine/src/animation/blend.rs,11,識別子: ブレンドする,なし,落ちた条件: 2(補完してよい文脈の限定)・3(5W1Hの必要格),なぜ読めないか: ASCIIモジュールblend直下のpub自由関数であり、モジュール名は補完力ゼロとして扱う規定に当たる。名前単独では「何をブレンドするか」(姿勢)が書かれておらず、「これは何?」に「ブレンドする処理です」としか答えられず対象が特定できない。引数名姿勢a・姿勢bは関数の受け手ではなく単なる引数であり、条件2が補完に使ってよいと定める「型名::関連関数()の型名」「変数.メソッド()のレシーバ」のどちらにも当たらないため補完に使えない。同ファイル内の私有関数関節姿勢をブレンドするは目的語「関節姿勢を」を含み対比が付く,姿勢をブレンドする,命名_区画049_2026-09-12.md
049,blitz_engine,crates/blitz_engine/src/animation/evaluate_channel.rs,10,識別子: vec3を評価する,英単語または略号・数字,落ちた条件: 2・5(ASCII混入)・7(直訳・専門語の検出),なぜ読めないか: 日本語識別子の中にASCIIの英字列vec3をそのまま混入している。プロンプト指定の「識別子へのASCII・ギリシャ文字・記号の混入を必ず当てる」に直接該当する。vec3はグラフィックスプログラミング特有のジャーゴン(3成分ベクトル型の慣用名)で、専門用語の表記が求める「非専門家が読んで意味が取れるか」を満たさない。実際に評価しているのは平行移動またはスケールの3成分チャンネルであり、その情報も名前に無い,三成分チャンネルを評価する(または呼び出し元で用途を分けるなら平行移動またはスケールの成分を評価する),命名_区画049_2026-09-12.md
049,blitz_engine,crates/blitz_engine/src/animation/joint_pose.rs,45,識別子: 変換::trsから生成する,英単語または略号,落ちた条件: 5(ASCII混入),なぜ読めないか: 動詞から生成するの直前に小文字ASCIItrsが直接連結されている。TRSという略語自体は_doc/計画/ユビキタス言語.mdに登録済みで独立した大文字トークン(関節TRSのように)としてなら許容されるが、ここでは小文字化されて動詞へ埋め込まれており、指定された「識別子への英字混入」の禁止形にそのまま当たる。改名は定義側(blitz_math)の作業になるため、区画049の是正としては呼び出し箇所の存在だけを記録する,TRSから生成する(定義はblitz_math側),命名_区画049_2026-09-12.md
049,blitz_engine,crates/blitz_engine/src/animation/blend_tests.rs,54,識別子: 係数(fn 係数(値: f32) -> 姿勢のブレンド係数),英字1文字・英単語または略号・数字,落ちた条件: 4(品詞の規律),なぜ読めないか: この関数は入力値を検証し、受理範囲外ならpanic!する処理(コメントに「受理範囲の外を書いた検査はここで落ちる」と明記)であるにもかかわらず、名前が名詞1語係数で値オブジェクトのように見える。品詞の偽装であり、「これは何?」への答えが「係数です」になってしまい、検証してpanicするという処理の性質が名前から消えている,受理される係数を作る,命名_区画049_2026-09-12.md
050,blitz_engine,crates/blitz_engine/src/asset/height_field_sample_count.rs,18,F32のバイト数(ローカル定数),英字1文字・数字,「日本語命名の質」(英語の頭字語・省略語を日本語の中に混ぜない)、識別子へのASCII混入の禁止,F32はRustのプリミティブ型名の頭字語をそのまま漢字仮名交じりの識別子へ混入したものであり、非専門家はもちろん専門家でも「なぜF32という英字が単語として現れるのか」を日本語の文法から読み取れない。値自体は「f32が占めるバイト数」であり日本語だけで表現できる,浮動小数点数1個のバイト数 または 高さの標本1個のバイト数(高さ場の標本がf32で格納される事実は型のコメントに既に書かれているため、定数名は用途で言い切れる),命名_区画050_2026-09-12.md
051,blitz_engine,crates/blitz_engine/src/asset/static_trs.rs,8,静的TRS,英単語または略号,条件2(日本語命名の質: 頭字語禁止),「TRS」はTranslation/Rotation/Scaleの略で、UI・CPU・APIのような非専門家に通用する語ではなく、ASCII頭字語が日本語識別子へ混入している。オーナーが不合格にした実例と同型（ASCII英字の識別子混入）。,静的な平行移動回転拡大縮小 または バインド時静的姿勢,命名_区画051_2026-09-12.md
051,blitz_engine,crates/blitz_engine/src/asset/terrain_lod_meshes.rs,9,地形LODメッシュ群エラー,英単語または略号,条件2(日本語命名の質: 頭字語禁止),「LOD」(Level of Detail)は非専門家に通用しない頭字語であり、ASCII英字が日本語識別子に混入している。,地形詳細段メッシュ群エラー,命名_区画051_2026-09-12.md
051,blitz_engine,crates/blitz_engine/src/asset/terrain_lod_meshes.rs,15,地形LODメッシュ群,英単語または略号,条件2(日本語命名の質: 頭字語禁止),同上。ファイル冒頭の説明文自身が「地形1チャンクの詳細段ごとのメッシュ列」と日本語で言い換えられており、型名だけがLODという頭字語を残している。,地形詳細段メッシュ群,命名_区画051_2026-09-12.md
053,blitz_engine,crates/blitz_engine/src/asset/runtime_format/scene/v1.rs,26,シーンV1,英字1文字・数字,条件2(ASCII識別子は補完力ゼロという以前に、識別子自体にASCII文字が混入している)・条件6(1語1義),「版1」という完全な日本語の語がユビキタス言語に登録され、同じ概念をv4.rs〜v7.rsが版4()・版5()のように漢字+算用数字で一貫して呼んでいるのに、v1〜v3だけがアルファベットのV+数字を識別子へ埋め込んでいる。オーナーが不合格にした実例の「識別子にASCIIの英字・記号を入れたものは不合格」に該当する形であり、同じ「版番号」という概念が版1とV1の2つの綴りを持つ,シーン版1,命名_区画053_2026-09-12.md
